excel_id,row,title,original_title,release_year,runtime_minutes,genres,countries,director,cast,imdb,tomatometer,popcornmeter,justwatch_url,poster_url
562,713,Dark City,,1998,100,Fantasy | Sci-Fi,AUS | USA,Alex Proyas,Rufus Sewell | Kiefer Sutherland | Jennifer Connelly,7.6,77.000,85.000,https://www.justwatch.com/de/Film/Dark-City,
563,714,Lady Vengeance,친절한 금자씨 / Chinjeolhan geumjassi,2005,115,Drama | Thriller,KOR,Park Chan-wook,Lee Young-ae | Choi Min-sik | Kwon Yea-young,7.6,76.000,87.000,https://www.justwatch.com/de/Film/Lady-Vengeance,
564,715,Herz aus Stahl,Fury,2014,134,Drama | Krieg,UK | USA,David Ayer,Brad Pitt | Shia LaBeouf | Logan Lerman,7.6,76.000,84.000,https://www.justwatch.com/de/Film/Herz-Aus-Stahl,
565,716,Das fünfte Element,The Fifth Element,1997,126,Action | Sci-Fi,FRA,Luc Besson,Bruce Willis | Milla Jovovich | Gary Oldman,7.6,71.000,87.000,https://www.justwatch.com/de/Film/Das-fuenfte-Element,
566,717,Die Welle,,2008,107,Drama | Thriller,GER,Dennis Gansel,Jürgen Vogel | Frederick Lau | Max Riemelt,7.6,70.000,94.000,https://www.justwatch.com/de/Film/Die-Welle,
567,718,Lost Highway,,1997,135,Noir | Thriller,USA,David Lynch,Bill Pullman | Patricia Arquette | Balthazar Getty,7.6,69.000,87.000,https://www.justwatch.com/de/Film/Lost-Highway,
568,719,Sherlock Homes,,2009,128,Action | Thriller,GER | UK | USA,Guy Ritchie,Robert Downey Jr. | Jude Law | Rachel McAdams,7.6,69.000,77.000,https://www.justwatch.com/de/Film/Sherlock-Holmes-2009,
569,720,American Psycho,,2000,102,Horror | Komödie,CAN | USA,Mary Harron,Christian Bale | Justin Theroux | Josh Lucas,7.6,68.000,85.000,https://www.justwatch.com/de/Film/American-Psycho,
570,721,Carandiru,,2003,147,Drama | Krimi,ARG | BRA,Héctor Babenco,Luiz Carlos Vasconcelos | Rodrigo Santoro | Wagner Moura,7.6,67.000,85.000,https://www.justwatch.com/de/Film/Carandiru,
571,722,Der Pate III,The Godfather Part III,1990,162,Drama | Krimi,USA,Francis Ford Coppola,Al Pacino | Andy Garcia | Diane Keaton,7.6,66.000,68.000,https://www.justwatch.com/de/Film/der-pate-epilog-der-tod-von-michael-corleone,
572,723,Watchmen – Die Wächter,Watchmen,2009,162,Action | Sci-Fi,USA,Zack Snyder,Jackie Earle Haley | Patrick Wilson | Malin Akerman,7.6,65.000,71.000,https://www.justwatch.com/de/Film/Watchmen-Die-Waechter,
573,724,Stirb langsam: Jetzt erst recht,Die Hard with a Vengeance,1995,131,Action | Thriller,USA,John McTiernan,Bruce Willis | Samuel L. Jackson | Jeremy Irons,7.6,60.000,83.000,https://www.justwatch.com/de/Film/Stirb-langsam-Jetzt-erst-recht,
574,725,1900,Novecento,1976,317,Drama | Romanze,FRA | GER | ITA,Bernardo Bertolucci,Robert de Niro | Gérard Depardieu | Dominique Sanda,7.6,52.000,84.000,https://www.justwatch.com/de/Film/1900,
575,726,Der Blick des Odysseus,Το βλέμμα του Οδυσσέα / To Vlemma tou Odyssea,1995,176,Drama | Krieg,FRA | GER | GRE | ITA,Theo Angelopoulos,Harvey Keitel | Maia Morgenstern | Erland Josephson,7.6,27.000,89.000,https://www.justwatch.com/de/Film/Der-Blick-des-Odysseus,
576,727,Der blutige Pfad Gottes,The Boondock Saints,1999,108,Action | Thriller,CAN | USA,Troy Duffy,Sean Patrick Flanery | Norman Reedus | Willem Dafoe,7.6,26.000,91.000,https://www.justwatch.com/de/Film/Der-blutige-Pfad-Gottes,
1222,728,Bittersweet Life,달콤한 인생 / Dalkomhan Insaeng,2005,120,Action | Thriller,KOR,Kim Jee-woon,Lee Byung-hun | Shin Min-ah | Kim Young-cheol,7.5,100.000,90.000,https://www.justwatch.com/de/Film/Bittersweet-Life,
577,729,Die schöne Querulantin,La Belle Noiseuse,1991,238,Drama | Drama,FRA,Jacques Rivette,Michel Piccoli | Emmanuelle Béart | Jane Birkin,7.5,100.000,82.000,https://www.justwatch.com/de/Film/Die-schoene-Querulantin,
1280,730,Rebellen im Neonlicht,青少年哪吒 / Qīngshàonián Nuòzhā,1992,106,Drama | Krimi,TWN,Tsai Ming-liang,Lee Kang-sheng | Chen Chao-jung | Jen Chang-bin,7.5,100.000,77.000,https://www.justwatch.com/de/Film/Qing-Shao-Nian-Na-Zha,
1104,731,Das Mädchen Wadjda,Wadjda / وجدة,2012,98,Coming-of-Age | Drama,KSA,Haifaa al-Mansour,Waad Mohammed | Reem Abdullah | Abdullrahman Al Gohani,7.5,99.000,88.000,https://www.justwatch.com/de/Film/Das-Maedchen-Wadjda,
1099,732,Selma,,2014,128,Biografie | Drama,FRA | UK | USA,Ava DuVernay,David Oyelowo | Carmen Ejogo | Tom Wilkinson,7.5,99.000,86.000,https://www.justwatch.com/de/Film/Martin-Luther-King-Der-Marsch-von-Selma,
1010,733,No Other Choice,어쩔 수가 없다 / Eojjeolsugaeopda,2025,139,Komödie | Thriller,KOR,Park Chan-wook,Lee Byung-hun | Son Ye-jin | Park Hee-soon,7.5,97.000,93.000,https://www.justwatch.com/de/Film/no-other-choice,
1079,734,The Farewell,,2019,100,Drama | Komödie,CHN | USA,Lulu Wang,Awkwafina | Zhao Shuzhen | Tzi Ma,7.5,97.000,87.000,https://www.justwatch.com/de/Film/The-Farewell,
578,735,The Player,,1992,124,Komödie | Krimi,USA,Robert Altman,Tim Robbins | Greta Scacchi | Fred Ward,7.5,97.000,84.000,https://www.justwatch.com/de/Film/The-Player,
1142,736,Ip Man 2,葉問2:宗師傳奇 / Yè Wèn Èr: Zōngshī Chuánqí,2010,108,Action | Drama,HKG,Wilson Yip,Donnie Yen | Sammo Hung | Huang Xiaoming,7.5,97.000,84.000,https://www.justwatch.com/de/Film/Ip-Man-2,
579,737,A Hero – Die verlorene Ehre des Herrn Soltani,قهرمان / Ghahreman,2021,127,Drama | Drama,FRA | IRN,Asghar Farhadi,Amir Jadidi | Mohsen Tanabandeh | Sahar Goldoost,7.5,97.000,83.000,https://www.justwatch.com/de/Film/qhrmn,
580,738,Sideways,,2004,127,Drama | Komödie,USA,Alexander Payne,Paul Giamatti | Thomas Haden Church | Virginia Madsen,7.5,97.000,79.000,https://www.justwatch.com/de/Film/Sideways,
1130,739,Leid und Herrlichkeit,Dolor y gloria,2019,113,Drama | Drama,ESP,Pedro Almodóvar,Antonio Banderas | Asier Etxeandia | Penélope Cruz,7.5,96.000,91.000,https://www.justwatch.com/de/Film/Pain-und-Glory,
581,740,Helden der Wahrscheinlichkeit,Retfærdighedens Ryttere,2020,116,Komödie | Krimi,DEN,Anders Thomas Jensen,Mads Mikkelsen | Nikolaj Lie Kaas | Andrea Heick Gadeberg,7.5,96.000,89.000,https://www.justwatch.com/de/Film/Riders-of-Justice,
582,741,Tödliches Kommando - The Hurt Locker,The Hurt Locker,2008,131,Drama | Thriller,USA,Kathryn Bigelow,Jeremy Renner | Anthony Mackie | Brian Geraghty,7.5,96.000,84.000,https://www.justwatch.com/de/Film/Toedliches-Kommando-The-Hurt-Locker,
583,742,Ein Fisch namens Wanda,A Fish Called Wanda,1988,108,Komödie | Krimi,UK | USA,Charles Crichton,John Cleese | Jamie Lee Curtis | Kevin Kline,7.5,96.000,84.000,https://www.justwatch.com/de/Film/Ein-Fisch-namens-Wanda,
584,743,BlacKkKlansman,,2018,135,Komödie | Krimi,USA,Spike Lee,John David Washington | Adam Driver | Laura Harrier,7.5,96.000,83.000,https://www.justwatch.com/de/Film/BLACKkKLANSMAN,
1058,744,A Quiet Place,,2018,90,Horror | Sci-Fi,USA,John Krasinski,Emily Blunt | John Krasinski | Millicent Simmonds,7.5,96.000,83.000,https://www.justwatch.com/de/Film/A-Quiet-Place,
585,745,Fallen Angels,墮落天使 / Dolok Tinsi,1995,96,Komödie | Krimi,HKG,Wong Kar-Wai,Leon Lai | Michelle Reis | Takeshi Kaneshiro,7.5,95.000,87.000,https://www.justwatch.com/de/Film/Fallen-Angels-1995,
586,746,Midnight Run – Fünf Tage bis Mitternacht,Midnight Run,1988,121,Action | Komödie,USA,Martin Brest,Robert de Niro | Charles Grodin | Yaphet Kotto,7.5,95.000,87.000,https://www.justwatch.com/de/Film/Midnight-Run-5-Tage-bis-Mitternacht,
587,747,Dead Man Walking – Sein letzter Gang,Dead Man Walking,1995,122,Drama | Krimi,UK | USA,Tim Robbins,Susan Sarandon | Sean Penn | Robert Prosky,7.5,95.000,86.000,https://www.justwatch.com/de/Film/Dead-Man-Walking-Sein-letzter-Gang,
588,748,Die Klasse,Entre les murs,2008,128,Drama | Drama,FRA,Laurent Cantet,François Bégaudeau | Esmeralda Ouertani | Rachel Régulier,7.5,95.000,82.000,https://www.justwatch.com/de/Film/Zwischen-den-Mauern,
589,749,Burning,버닝 / Beoning,2018,148,Mystery | Thriller,JAP | KOR,Lee Chang-dong,Yoo Ah-in | Steven Yeun | Jeon Jong-seo,7.5,95.000,80.000,https://www.justwatch.com/de/Film/Burning,
1289,750,Train Dreams,,2025,102,Drama | Drama,USA,Clint Bentley,Joel Edgerton | Felicity Jones | Kerry Condon,7.5,94.000,92.000,https://www.justwatch.com/de/Film/train-dreams,
1191,751,Priscilla - Königin der Wüste,"The Adventures of Priscilla, Queen of the Desert",1994,104,Drama | Komödie,AUS,Stephan Elliott,Terence Stamp | Hugo Weaving | Guy Pearce,7.5,94.000,88.000,https://www.justwatch.com/de/Film/Priscilla-Koenigin-der-Wueste,
1082,752,Nächster Halt: Fruitvale Station,Fruitvale Station,2013,85,Biografie | Drama,USA,Ryan Coogler,Michael B. Jordan | Melonie Diaz | Octavia Spencer,7.5,94.000,87.000,https://www.justwatch.com/de/Film/Naechster-Halt-Fruitvale-Station,
1153,753,Cure,キュア / Kyua,1997,111,Horror | Thriller,JAP,Kiyoshi Kurosawa,Kôji Yakusho | Masato Hagiwara | Tsuyoshi Ujiki,7.5,94.000,85.000,https://www.justwatch.com/de/Film/Cure,
590,754,Secret Sunshine,밀양 / Miryang,2007,142,Drama | Krimi,KOR,Lee Chang-dong,Jeon Do-yeon | Song Kang-ho | Lee Dong-yong,7.5,94.000,76.000,https://www.justwatch.com/de/Film/Secret-Sunshine,
1134,755,Amerikanische Fiktion,American Fiction,2023,117,Drama | Komödie,USA,Cord Jefferson,Jeffrey Wright | Tracee Ellis Ross | Sterling K. Brown,7.5,93.000,95.000,https://www.justwatch.com/de/Film/untitled-cord-jefferson-film,
591,756,Sonatine,ソナチネ / Sonachine,1993,94,Action | Krimi,JAP,Takeshi Kitano,Takeshi Kitano | Aya Kokumai | Tetsu Watanabe,7.5,93.000,89.000,,
1022,757,Milk,,2008,128,Biografie | Drama,USA,Gus Van Sant,Sean Penn | James Franco | Josh Brolin,7.5,93.000,89.000,https://www.justwatch.com/de/Film/Milk,
592,758,Die Fälscher,,2007,98,Drama | Krieg,AUT | GER,Stefan Ruzowitzky,Karl Markovics | August Diehl | Devid Striesow,7.5,93.000,88.000,https://www.justwatch.com/de/Film/Die-Faelscher,
593,759,Best in Show,,2000,90,Drama | Komödie,USA,Christopher Guest,Eugene Levy | Catherine O'Hara | Christopher Guest,7.5,93.000,88.000,https://www.justwatch.com/de/Film/Best-in-Show,
1192,760,127 Hours,,2010,94,Biografie | Drama,UK | USA,Danny Boyle,James Franco | Amber Tamblyn | Kate Mara,7.5,93.000,85.000,https://www.justwatch.com/de/Film/127-Hours,
594,761,Anora,,2024,139,Komödie | Romanze,USA,Sean Baker,Mikey Madison | Mark Eydelshteyn | Yura Borisov,7.5,93.000,84.000,https://www.justwatch.com/de/Film/anora,
1242,762,Pickpocket,,1959,75,Drama | Krimi,FRA,Robert Bresson,Martin LaSalle | Marika Green | Pierre Leymarie,7.5,93.000,84.000,https://www.justwatch.com/de/Film/Pickpocket,
595,763,Spider-Man 2,,2004,127,Action | Sci-Fi,USA,Sam Raimi,Tobey Maguire | Kirsten Dunst | Alfred Molina,7.5,93.000,82.000,https://www.justwatch.com/de/Film/Spider-Man-2,
596,764,Prince of the City,,1981,167,Krimi | Thriller,USA,Sidney Lumet,Treat Williams | Jerry Orbach | Richard Foronjy,7.5,93.000,82.000,https://www.justwatch.com/de/Film/Prince-of-the-City-Die-Herren-der-Stadt,
597,765,Die rote Schildkröte,La tortue rouge,2016,80,Animation | Drama,BEL | FRA | JAP,Michael Dudok de Wit,,7.5,93.000,81.000,https://www.justwatch.com/de/Film/Die-rote-Schildkroete,
598,766,Der Brutalist,The Brutalist,2024,214,Drama | Tragödie,HUN | UK | USA,Brady Corbet,Adrien Brody | Felicity Jones | Guy Pearce,7.5,93.000,80.000,https://www.justwatch.com/de/Film/the-brutalist,
599,767,The Favourite – Intrigen und Irrsinn,The Favourite,2018,120,Drama | Komödie,IRE | UK | USA,Yorgos Lanthimos,Olivia Colman | Rachel Weisz | Emma Stone,7.5,93.000,71.000,https://www.justwatch.com/de/Film/The-Favourite,
600,768,Baby Driver,,2017,115,Action | Krimi,UK | USA,Edgar Wright,Ansel Elgort | Kevin Spacey | Lily James,7.5,92.000,86.000,https://www.justwatch.com/de/Film/Baby-Driver,
601,769,Die Kanonen von Navarone,The Guns of Navarone,1961,158,Abenteur | Krieg,UK | USA,J. Lee Thompson,Gregory Peck | David Niven | Anthony Quinn,7.5,92.000,86.000,https://www.justwatch.com/de/Film/Die-Kanonen-von-Navarone,
1225,770,The Town – Stadt ohne Gnade,The Town,2010,125,Krimi | Thriller,USA,Ben Affleck,Ben Affleck | Rebecca Hall | Jeremy Renner,7.5,92.000,85.000,https://www.justwatch.com/de/Film/The-Town-Stadt-ohne-Gnade,
1030,771,Die Fabelmans,The Fabelmans,2022,151,Drama | Komödie,USA,Steven Spielberg,Gabriel LaBelle | Michelle Williams | Paul Dano,7.5,92.000,83.000,https://www.justwatch.com/de/Film/The-Fabelmans,
602,772,Source Code,,2011,93,Drama | Thriller,USA,Duncan Jones,Jake Gyllenhaal | Michelle Monaghan | Vera Farmiga,7.5,92.000,82.000,https://www.justwatch.com/de/Film/Source-Code,
603,773,The Wicker Man,,1973,88,Horror | Mystery,UK,Robin Hardy,Edward Woodward | Christopher Lee | Diane Cilento,7.5,91.000,82.000,https://www.justwatch.com/de/Film/The-Wicker-Man,
1096,774,Ein einfacher Plan,A Simple Plan,1998,121,Krimi | Thriller,USA,Sam Raimi,Bill Paxton | Billy Bob Thornton | Bridget Fonda,7.5,91.000,81.000,https://www.justwatch.com/de/Film/Ein-einfacher-Plan,
604,775,Delicatessen,,1991,99,Komödie | Sci-Fi,FRA,Jean-Pierre Jeunet,Dominique Pinon | Marie-Laure Dougnac | Jean-Claude Dreyfus,7.5,90.000,91.000,https://www.justwatch.com/de/Film/Delicatessen,
1151,776,Battle Royale,バトル・ロワイアル / Batoru Rowaiaru,2000,114,Action | Thriller,JAP,Kinji Fukasaku,Tatsuya Fujiwara | Aki Maeda | Tarō Yamamoto,7.5,90.000,89.000,https://www.justwatch.com/de/Film/Battle-Royal,
605,777,Furiosa: A Mad Max Saga,,2024,148,Abenteuer | Action,AUS,George Miller,Anya Taylor-Joy | Chris Hemsworth | Tom Burke,7.5,90.000,88.000,https://www.justwatch.com/de/Film/furiosa,
606,778,12 Uhr nachts – Midnight Express,Midnight Express,1978,121,Drama | Krimi,UK | USA,Alan Parker,Brad Davis | Irene Miracle | John Hurt,7.5,90.000,88.000,https://www.justwatch.com/de/Film/12-Uhr-nachts-Midnight-Express,
607,779,The Wind that Shakes the Barley,,2006,127,Drama | Krieg,IRE | UK,Ken Loach,Cillian Murphy | Pádraic Delaney | Liam Cunningham,7.5,90.000,87.000,https://www.justwatch.com/de/Film/The-Wind-That-Shakes-the-Barley,
1105,780,Promising Young Woman,,2020,114,Komödie | Thriller,UK | USA,Emerald Fennell,Carey Mulligan | Bo Burnham | Alison Brie,7.5,90.000,87.000,https://www.justwatch.com/de/Film/Promising-Young-Woman,
608,781,Das Piano,The Piano,1993,121,Drama | Romanze,AUS | FRA | NZL,Jane Campion,Holly Hunter | Harvey Keitel | Sam Neill,7.5,90.000,86.000,https://www.justwatch.com/de/Film/Das-Piano,
1038,782,Hunger,,2008,96,Biografie | Drama,IRE | UK,Steve McQueen,Michael Fassbender | Liam Cunningham | Liam McMahon,7.5,90.000,83.000,https://www.justwatch.com/de/Film/Hunger-2008,
609,783,Zombieland,,2009,88,Horror | Komödie,USA,Ruben Fleischer,Jesse Eisenberg | Woody Harrelson | Emma Stone,7.5,89.000,86.000,https://www.justwatch.com/de/Film/Zombieland,
1296,784,Doctor Strange,,2016,115,Action | Fantasy,USA,Scott Derrickson,Benedict Cumberbatch | Chiwetel Ejiofor | Rachel McAdams,7.5,89.000,86.000,https://www.justwatch.com/de/Film/Doctor-Strange-2016,
610,785,American Werewolf,An American Werewolf In London,1981,97,Horror | Komödie,UK | USA,John Landis,David Naughton | Griffin Dunne | Jenny Agutter,7.5,89.000,85.000,https://www.justwatch.com/de/Film/American-Werewolf,
1088,786,Abyss,The Abyss,1989,139,Abenteuer | Sci-Fi,USA,James Cameron,Ed Harris | Mary Elizabeth Mastrantonio | Michael Biehn,7.5,89.000,83.000,https://www.justwatch.com/de/Film/Abyss-Abgrund-des-Todes,
1234,787,Nachtasyl,Les Bas-Fonds,1936,95,Drama | Krimi,FRA,Jean Renoir,Jean Gabin | Louis Jouvet | Suzy Prim,7.5,89.000,81.000,https://www.justwatch.com/de/Film/Nachtasyl,
611,788,Sin Nombre,,2009,96,Abenteuer | Thriller,MEX | USA,Cary Joji Fukunaga,Paulina Gaitán | Edgar Flores | Kristyan Ferrer,7.5,88.000,89.000,https://www.justwatch.com/de/Film/Sin-Nombre-Zug-der-Hoffnung,
612,789,Jagd auf Roter Oktober,The Hunt for Red October,1990,129,Action | Thriller,USA,John McTiernan,Sean Connery | Alec Baldwin | Scott Glenn,7.5,88.000,88.000,https://www.justwatch.com/de/Film/Jagd-auf-Roter-Oktober,
613,790,Die Warriors,The Warriors,1979,94,Action | Thriller,USA,Walter Hill,Michael Beck | James Remar | Dorsey Wright,7.5,88.000,88.000,https://www.justwatch.com/de/Film/Die-Warriors,
1077,791,Upgrade,,2018,100,Action | Sci-Fi,AUS | USA,Leigh Whannell,Logan Marshall-Green | Melanie Vallejo | Harrison Gilbertson,7.5,88.000,88.000,https://www.justwatch.com/de/Film/Upgrade,
614,792,Monty Pythons wunderbare Welt der Schwerkraft,Monty Python’s And Now for Something Completely Different,1971,90,Komödie | Parodie,UK,Ian MacNaughton,John Cleese | Michael Palin | Graham Chapman,7.5,88.000,87.000,https://www.justwatch.com/de/Film/Die-wunderbare-Welt-der-Schwerkraft,
1199,793,Boy A,,2007,106,Drama | Drama,UK,John Crowley,Andrew Garfield | Peter Mullan | Katie Lyons,7.5,88.000,87.000,https://www.justwatch.com/de/Film/Boy-A,
615,794,Jackie Brown,,1997,154,Drama | Krimi,USA,Quentin Tarantino,Pam Grier | Samuel L. Jackson | Robert de Niro,7.5,88.000,85.000,https://www.justwatch.com/de/Film/Jackie-Brown,
616,795,The Crow – Die Krähe,The Crow,1994,102,Action | Fantasy,USA,Alex Proyas,Brandon Lee | Michael Wincott | Rochelle Davis,7.5,87.000,90.000,https://www.justwatch.com/de/Film/The-Crow-Die-Rache-der-Kraehe,
617,796,28 Days Later,,2002,113,Horror | Thriller,UK,Danny Boyle,Cillian Murphy | Naomie Harris | Christopher Eccleston,7.5,87.000,85.000,https://www.justwatch.com/de/Film/28-Tage-spaeter,
618,797,Die Glücksritter,Trading Places,1983,111,Drama | Komödie,USA,John Landis,Dan Aykroyd | Eddie Murphy | Jamie Lee Curtis,7.5,87.000,85.000,https://www.justwatch.com/de/Film/Die-Gluecksritter,
619,798,Die Geschichte der Qiu Ju,秋菊打官司  / Qiū jú dǎ guānsī,1992,110,Drama | Komödie,CHN,Zhang Yimou,Gong Li | Peiqi Liu | Liuchun Yang,7.5,87.000,85.000,https://www.justwatch.com/de/Film/Tsiu-Tsziu-idiot-v-sud,
620,799,Uzak – Weit,Uzak,2002,109,Drama | Komödie,TUR,Nuri Bilge Ceylan,Muzaffer Özdemir | Mehmet Emin Toprak | Zuhal Gencer Erkaya,7.5,87.000,82.000,https://www.justwatch.com/de/Film/Uzak-Weit,
621,800,House of Flying Daggers,十面埋伏 / Shímiàn máifú,2004,119,Action | Drama,CHN | HKG,Zhang Yimou,Zhang Ziyi | Takeshi Kaneshiro | Andy Lau,7.5,87.000,82.000,https://www.justwatch.com/de/Film/House-of-the-Flying-Daggers,
622,801,"Kiss Kiss, Bang Bang",Kiss Kiss Bang Bang,2005,103,Komödie | Krimi,USA,Shane Black,Robert Downey Jr. | Val Kilmer | Michelle Monaghan,7.5,86.000,87.000,https://www.justwatch.com/de/Film/Kiss-Kiss-Bang-Bang,
623,802,Tucker and Dale vs. Evil,,2010,89,Horror | Komödie,CAN,Eli Craig,Tyler Labine | Alan Tudyk | Katrina Bowden,7.5,86.000,85.000,https://www.justwatch.com/de/Film/Tucker-und-Dale-gegen-das-Boese,
624,803,Collateral,,2004,120,Action | Thriller,USA,Michael Mann,Tom Cruise | Jamie Foxx | Jada Pinkett Smith,7.5,86.000,84.000,https://www.justwatch.com/de/Film/Collateral,
1236,804,Die Lady von Shanghai,The Lady from Shanghai,1947,87,Krimi | Thriller,USA,Orson Welles,Rita Hayworth | Orson Welles | Everett Sloane,7.5,86.000,84.000,https://www.justwatch.com/de/Film/Die-Lady-von-Shanghai,
625,805,Der Sinn des Lebens,Monty Python’s The Meaning of Life,1983,107,Komödie | Parodie,UK,Terry Jones,John Cleese | Terry Gilliam | Eric Idle,7.5,86.000,83.000,https://www.justwatch.com/de/Film/Monty-Pythons-Der-Sinn-des-Lebens,
626,806,John Wick,,2014,101,Action | Thriller,USA,Chad Stahelski,Keanu Reeves | Michael Nyqvist | Alfie Allen,7.5,86.000,82.000,https://www.justwatch.com/de/Film/John-Wick,
627,807,"Der Spion, der aus der Kälte kam",The Spy Who Came In from the Cold,1965,112,Drama | Thriller,UK,Martin Ritt,Richard Burton | Claire Bloom | Oskar Werner,7.5,86.000,82.000,https://www.justwatch.com/de/Film/Der-Spion-der-aus-der-Kaelte-kam,
628,808,Aviator,The Aviator,2004,169,Abenteuer | Drama,GER | USA,Martin Scorsese,Leonardo DiCaprio | Cate Blanchett | Kate Beckinsale,7.5,86.000,79.000,https://www.justwatch.com/de/Film/Aviator,
629,809,"Pleasantville – Zu schön, um wahr zu sein",Pleasantville,1998,124,Fantasy | Komödie,USA,Gary Ross,Tobey Maguire | Reese Witherspoon | Joan Allen,7.5,86.000,79.000,https://www.justwatch.com/de/Film/Pleasantville-Zu-schoen-um-wahr-zu-sein,
630,810,König der Fischer,The Fisher King,1991,137,Drama | Komödie,USA,Terry Gilliam,Jeff Bridges | Robin Williams | Mercedes Ruehl,7.5,85.000,85.000,https://www.justwatch.com/de/Film/Koenig-der-Fischer,
631,811,Das Omen,The Omen,1976,106,Horror | Mystery,UK | USA,Richard Donner,Gregory Peck | Lee Remick | Harvey Stephens,7.5,85.000,81.000,https://www.justwatch.com/de/Film/Das-Omen-1976,
632,812,Master and Commander – Bis ans Ende der Welt,Master and Commander: The Far Side of the World,2003,138,Abenteuer | Drama,USA,Peter Weir,Russell Crowe | Paul Bettany | James D'Arcy,7.5,85.000,80.000,https://www.justwatch.com/de/Film/Master-and-Commander-Bis-ans-Ende-der-Welt,
